periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_ref_ini,fecha_ref_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2004-05,2004-05-01,2004-06-30,43,2003-05-01,2004-04-30,0.78243,0.70955,0.842348,1.153726,63.3013,4644.272,68.1489,0.023179
2004-07,2004-07-01,2004-08-31,44,2003-07-01,2004-06-30,0.870146,0.940952,0.970027,0.43023,71.3836,6332.5645,79.5774,0.027412
2004-09,2004-09-01,2004-10-31,43,2003-09-01,2004-08-31,0.347376,0.191342,0.437427,0.21267,30.8942,1513.4373,38.9029,0.011948
2004-11,2004-11-01,2004-12-31,45,2003-11-01,2004-10-31,1.189044,2.095138,1.447459,0.408689,103.9684,16018.4277,126.5639,0.043091
2005-01,2005-01-01,2005-02-28,41,2004-01-01,2004-12-31,0.202306,0.053704,0.231742,0.072711,20.3959,545.8506,23.3634,0.008707
2005-03,2005-03-01,2005-04-30,44,2004-03-01,2005-02-28,0.217093,0.071416,0.267237,0.144065,27.8041,1171.4373,34.2263,0.01173
2005-05,2005-05-01,2005-06-30,44,2004-05-01,2005-04-30,0.104803,0.01467,0.12112,0.08006,14.7638,291.1277,17.0625,0.006339
2005-07,2005-07-01,2005-08-31,44,2004-07-01,2005-06-30,0.13325,0.021971,0.148227,0.112372,15.715,305.5956,17.4813,0.006806
2005-09,2005-09-01,2005-10-31,43,2004-09-01,2005-08-31,0.103674,0.01411,0.118786,0.091888,9.9107,128.9453,11.3554,0.004329
2005-11,2005-11-01,2005-12-31,44,2004-11-01,2005-10-31,0.093328,0.012137,0.110167,0.07944,6.017,50.4479,7.1027,0.002643
2006-01,2006-01-01,2006-02-28,42,2005-01-01,2005-12-31,0.701758,0.61321,0.783077,0.368193,22.3429,621.6022,24.932,0.009892
2006-03,2006-03-01,2006-04-30,43,2005-03-01,2006-02-28,1.588407,4.132065,2.032748,1.713957,53.4115,4672.1104,68.3528,0.022893
2006-05,2006-05-01,2006-06-30,45,2005-05-01,2006-04-30,3.897665,22.011061,4.691595,0.560598,115.9376,19475.1543,139.5534,0.045601
2006-07,2006-07-01,2006-08-31,44,2005-07-01,2006-06-30,1.509716,2.897724,1.70227,1.988265,130.3728,21609.2891,147.001,0.05416
2006-09,2006-09-01,2006-10-31,43,2005-09-01,2006-08-31,0.238754,0.124874,0.353375,2.191993,24.0233,1264.2606,35.5564,0.010235
2006-11,2006-11-01,2006-12-31,42,2005-11-01,2006-10-31,0.315747,0.151254,0.388914,0.334949,31.205,1477.3295,38.436,0.01381
2007-01,2007-01-01,2007-02-28,42,2006-01-01,2006-12-31,0.143462,0.026314,0.162215,0.110459,14.3238,262.3156,16.1962,0.006428
2007-03,2007-03-01,2007-04-30,42,2006-03-01,2007-02-28,0.587308,0.463119,0.680529,0.309252,61.9464,5152.2153,71.7789,0.028832
2007-05,2007-05-01,2007-06-30,43,2006-05-01,2007-04-30,1.092905,1.402644,1.184332,0.351498,136.7498,21960.1953,148.1897,0.070535
2007-07,2007-07-01,2007-08-31,45,2006-07-01,2007-06-30,0.387238,0.328193,0.572881,0.536704,62.4218,8527.9404,92.3468,0.029858
2007-09,2007-09-01,2007-10-31,43,2006-09-01,2007-08-31,0.755756,0.743823,0.862452,1.004514,115.9797,17517.3945,132.3533,0.057669
2007-11,2007-11-01,2007-12-31,42,2006-11-01,2007-10-31,0.312608,0.14453,0.380172,0.762062,40.1302,2381.7722,48.8034,0.019571
2008-01,2008-01-01,2008-02-29,43,2007-01-01,2007-12-31,0.715258,0.711636,0.843585,0.501226,77.8253,8425.0889,91.7883,0.040785
2008-03,2008-03-01,2008-04-30,42,2007-03-01,2008-02-29,0.357374,0.179066,0.423161,0.157642,33.7922,1601.0245,40.0128,0.018735
2008-05,2008-05-01,2008-06-30,42,2007-05-01,2008-04-30,0.438265,0.353458,0.594524,0.253381,42.4307,3313.0378,57.559,0.024356
2008-07,2008-07-01,2008-08-31,42,2007-07-01,2008-06-30,0.80876,0.830937,0.911557,0.861639,101.6605,13129.0342,114.582,0.056987
2008-09,2008-09-01,2008-10-31,45,2007-09-01,2008-08-31,2.01775,5.150391,2.269447,0.818583,251.8251,80223.8438,283.2381,0.111725
2008-11,2008-11-01,2008-12-31,42,2007-11-01,2008-10-31,0.545217,0.412613,0.64235,0.289691,91.1184,11524.3604,107.3516,0.040452
2009-01,2009-01-01,2009-02-28,41,2008-01-01,2008-12-31,0.717898,0.849218,0.92153,0.30506,154.3951,39278.9883,198.1893,0.061843
2009-03,2009-03-01,2009-04-30,44,2008-03-01,2009-02-28,0.490626,0.318325,0.564203,0.413414,131.8262,22981.1387,151.5953,0.055599
2009-05,2009-05-01,2009-06-30,43,2008-05-01,2009-04-30,0.489076,0.32079,0.566383,40.880726,137.172,25234.8027,158.8547,0.065115
2009-07,2009-07-01,2009-08-31,44,2008-07-01,2009-06-30,0.493944,0.275414,0.524799,0.594872,110.0387,13668.5342,116.9125,0.054517
2009-09,2009-09-01,2009-10-31,44,2008-09-01,2009-08-31,0.727742,0.662946,0.814215,0.369543,120.8459,18280.4609,135.2053,0.06336
2009-11,2009-11-01,2009-12-31,42,2008-11-01,2009-10-31,0.116221,0.020021,0.141496,0.119536,22.9407,780.0687,27.9297,0.011455
2010-01,2010-01-01,2010-02-28,40,2009-01-01,2009-12-31,0.400031,0.173511,0.416547,0.416388,81.9203,7276.5181,85.3025,0.041909
2010-03,2010-03-01,2010-04-30,45,2009-03-01,2010-02-28,0.108767,0.016521,0.128535,0.122673,19.3124,520.8612,22.8224,0.010039
2010-05,2010-05-01,2010-06-30,43,2009-05-01,2010-04-30,0.354255,0.171295,0.413878,1.672745,32.3902,1431.9916,37.8417,0.016655
2010-07,2010-07-01,2010-08-31,44,2009-07-01,2010-06-30,1.031413,1.369546,1.170276,0.409185,54.7282,3855.9651,62.0964,0.029916
2010-09,2010-09-01,2010-10-31,43,2009-09-01,2010-08-31,0.377219,0.169798,0.412066,0.167601,22.3504,596.0996,24.4152,0.012409
2010-11,2010-11-01,2010-12-31,45,2009-11-01,2010-10-31,0.83277,0.990584,0.995281,5.586503,60.0889,5157.373,71.8148,0.031269
2011-01,2011-01-01,2011-02-28,41,2010-01-01,2010-12-31,0.521229,0.355995,0.596653,1.575514,33.0709,1433.1091,37.8564,0.017739
2011-03,2011-03-01,2011-04-30,43,2010-03-01,2011-02-28,1.085348,1.739126,1.318759,2.282973,61.7526,5629.9272,75.0328,0.034012
2011-05,2011-05-01,2011-06-30,43,2010-05-01,2011-04-30,0.508983,0.385091,0.620557,0.498625,29.034,1253.0536,35.3985,0.016072
2011-07,2011-07-01,2011-08-31,44,2010-07-01,2011-06-30,0.249676,0.095369,0.308819,0.199157,11.7573,211.4789,14.5423,0.006616
2011-09,2011-09-01,2011-10-31,41,2010-09-01,2011-08-31,1.748663,4.075672,2.018829,1.851923,92.4051,11380.96,106.6816,0.048627
2011-11,2011-11-01,2011-12-31,41,2010-11-01,2011-10-31,1.071586,1.219212,1.10418,0.7143,61.2625,3984.8704,63.1258,0.031742
2012-01,2012-01-01,2012-02-29,41,2011-01-01,2011-12-31,2.057856,4.687144,2.164981,41.358757,124.5883,17180.3789,131.0739,0.069332
2012-03,2012-03-01,2012-04-30,40,2011-03-01,2012-02-29,0.134749,0.030508,0.174665,0.146094,8.347,117.0636,10.8196,0.0047
2012-05,2012-05-01,2012-06-30,40,2011-05-01,2012-04-30,0.456111,0.330951,0.575284,15.081616,29.2042,1356.7961,36.8347,0.01613
2012-07,2012-07-01,2012-08-31,41,2011-07-01,2012-06-30,0.257755,0.117649,0.343001,3.908279,16.6644,491.7636,22.1757,0.009214
2012-09,2012-09-01,2012-10-31,42,2011-09-01,2012-08-31,0.319603,0.12077,0.34752,1.827228,19.9914,472.5238,21.7376,0.011114
2012-11,2012-11-01,2012-12-31,39,2011-11-01,2012-10-31,0.456117,0.302598,0.550089,5.421831,25.4205,939.9036,30.6578,0.014171
2013-01,2013-01-01,2013-02-28,41,2012-01-01,2012-12-31,0.711817,0.79823,0.893437,4.073186,18.8854,561.8778,23.704,0.010539
2013-03,2013-03-01,2013-04-30,38,2012-03-01,2013-02-28,0.588741,0.499639,0.706851,0.595112,12.3366,219.3797,14.8115,0.006761
2013-05,2013-05-01,2013-06-30,39,2012-05-01,2013-04-30,2.597698,9.532894,3.087538,0.592969,54.5576,4204.9292,64.8454,0.028705
2013-07,2013-07-01,2013-08-31,42,2012-07-01,2013-06-30,0.768604,0.809557,0.899754,0.392275,28.2586,1094.316,33.0804,0.014967
2013-09,2013-09-01,2013-10-31,43,2012-09-01,2013-08-31,0.85168,0.923855,0.961174,0.725018,40.8244,2122.7112,46.0729,0.021606
2013-11,2013-11-01,2013-12-31,39,2012-11-01,2013-10-31,0.81859,0.719174,0.848041,0.522739,43.1451,1997.8541,44.6974,0.022327
2014-01,2014-01-01,2014-02-28,41,2013-01-01,2013-12-31,1.086815,1.639177,1.280304,0.402153,60.5537,5088.5703,71.3342,0.02988
2014-03,2014-03-01,2014-04-30,39,2013-03-01,2014-02-28,1.11321,1.846349,1.358804,2.281463,67.1136,6710.8853,81.92,0.034511
2014-05,2014-05-01,2014-06-30,37,2013-05-01,2014-04-30,0.640707,0.496784,0.704829,1.226594,35.1754,1497.3629,38.6958,0.018574
2014-07,2014-07-01,2014-08-31,40,2013-07-01,2014-06-30,0.441704,0.287322,0.536024,3.547459,22.3213,733.7418,27.0877,0.011841
2014-09,2014-09-01,2014-10-31,45,2013-09-01,2014-08-31,1.707027,3.589191,1.894516,3.518346,92.3251,10499.1807,102.4655,0.045397
2014-11,2014-11-01,2014-12-31,38,2013-11-01,2014-10-31,2.97396,12.564049,3.54458,0.556706,183.8787,48031.0742,219.1599,0.079436
2015-01,2015-01-01,2015-02-28,38,2014-01-01,2014-12-31,0.311158,0.179053,0.423146,0.090714,40.3161,3005.908,54.8262,0.016462
2015-03,2015-03-01,2015-04-30,42,2014-03-01,2015-02-28,0.341885,0.179097,0.423198,0.141748,68.0781,7101.3555,84.2695,0.026539
2015-05,2015-05-01,2015-06-30,42,2014-05-01,2015-04-30,0.465627,0.295081,0.543214,0.32363,121.4202,20065.3086,141.6521,0.047682
2015-07,2015-07-01,2015-08-31,43,2014-07-01,2015-06-30,1.079266,1.599694,1.26479,0.403536,279.2894,107124.4688,327.2987,0.093655
2015-09,2015-09-01,2015-10-31,44,2014-09-01,2015-08-31,0.313811,0.130472,0.36121,0.178285,91.9227,11195.084,105.8068,0.031064
2015-11,2015-11-01,2015-12-31,41,2014-11-01,2015-10-31,0.87026,0.966957,0.98334,0.436339,247.7847,78389.5078,279.9813,0.077295
2016-01,2016-01-01,2016-02-29,41,2015-01-01,2015-12-31,0.518841,0.304369,0.551697,0.257671,151.9946,26120.9238,161.6197,0.045431
2016-03,2016-03-01,2016-04-30,41,2015-03-01,2016-02-29,0.749591,0.660942,0.812983,13.309109,237.5853,66397.7656,257.6776,0.078915
2016-05,2016-05-01,2016-06-30,44,2015-05-01,2016-04-30,0.517676,0.312129,0.558685,22.59482,143.8911,24114.957,155.2899,0.0477
2016-07,2016-07-01,2016-08-31,43,2015-07-01,2016-06-30,0.312486,0.206549,0.454476,2.366682,55.4686,6508.1279,80.673,0.018314
2016-09,2016-09-01,2016-10-31,40,2015-09-01,2016-08-31,0.329421,0.142164,0.377047,0.311036,50.486,3339.1101,57.785,0.017368
2016-11,2016-11-01,2016-12-31,43,2015-11-01,2016-10-31,0.392135,0.291663,0.540059,2.241714,62.1337,7322.6128,85.5723,0.019927
2017-01,2017-01-01,2017-02-28,42,2016-01-01,2016-12-31,0.613181,0.43886,0.662465,0.598418,89.3676,9321.9951,96.5505,0.030858
2017-03,2017-03-01,2017-04-30,41,2016-03-01,2017-02-28,0.4726,0.30404,0.551398,4.170342,40.8505,2271.6389,47.6617,0.014039
2017-05,2017-05-01,2017-06-30,41,2016-05-01,2017-04-30,0.534195,0.450363,0.671091,1.346089,40.4319,2579.9556,50.7933,0.013631
2017-07,2017-07-01,2017-08-31,39,2016-07-01,2017-06-30,0.689773,0.646524,0.804067,4.488927,50.6644,3488.0137,59.0594,0.017001
2017-09,2017-09-01,2017-10-31,32,2016-09-01,2017-08-31,0.449529,0.292713,0.541029,0.784498,32.6249,1541.7886,39.2656,0.011072
2017-11,2017-11-01,2017-12-31,38,2016-11-01,2017-10-31,0.554336,0.391819,0.625954,9.908089,40.3624,2077.2683,45.5771,0.013503
2018-01,2018-01-01,2018-02-28,41,2017-01-01,2017-12-31,2.312981,5.70433,2.388374,1.556217,127.7215,17393.5703,131.8847,0.044809
2018-03,2018-03-01,2018-04-30,40,2017-03-01,2018-02-28,0.952405,1.491688,1.221347,0.375408,61.185,6156.3774,78.4626,0.022145
2018-05,2018-05-01,2018-06-30,40,2017-05-01,2018-04-30,0.969259,1.115417,1.056133,31.819458,80.7952,7750.4819,88.0368,0.027908
2018-07,2018-07-01,2018-08-31,41,2017-07-01,2018-06-30,0.624303,0.493227,0.702301,1.683026,51.7059,3383.2588,58.1658,0.017589
2018-09,2018-09-01,2018-10-31,42,2017-09-01,2018-08-31,0.652951,0.709911,0.842562,0.305344,49.1048,4015.0498,63.3644,0.015858
2018-11,2018-11-01,2018-12-31,40,2017-11-01,2018-10-31,0.396268,0.196353,0.443118,0.143972,39.516,1952.5719,44.1879,0.012328
2019-01,2019-01-01,2019-02-28,42,2018-01-01,2018-12-31,0.784616,0.681056,0.825261,0.709909,114.2019,14428.3076,120.1179,0.036566
2019-03,2019-03-01,2019-04-30,41,2018-03-01,2019-02-28,0.431576,0.266915,0.516638,0.413321,65.0916,6071.6641,77.9209,0.020514
2019-05,2019-05-01,2019-06-30,40,2018-05-01,2019-04-30,0.483309,0.332682,0.576786,0.25787,61.5935,5403.1875,73.5064,0.018588
2019-07,2019-07-01,2019-08-31,42,2018-07-01,2019-06-30,0.924266,1.485728,1.218904,0.492361,113.4229,22374.1445,149.5799,0.033316
2019-09,2019-09-01,2019-10-31,44,2018-09-01,2019-08-31,0.33606,0.174224,0.417402,0.179459,36.053,2005.1971,44.7794,0.01061
2019-11,2019-11-01,2019-12-31,42,2018-11-01,2019-10-31,0.536874,0.372445,0.610283,0.692998,63.1783,5157.6772,71.817,0.018561
2020-01,2020-01-01,2020-02-29,42,2019-01-01,2019-12-31,0.735807,0.750253,0.866172,1.028954,93.7634,12182.791,110.3757,0.027537
2020-03,2020-03-01,2020-04-30,41,2019-03-01,2020-02-29,3.623556,15.107054,3.886779,0.631622,409.4149,192857.7812,439.1558,0.102444
2020-05,2020-05-01,2020-06-30,38,2019-05-01,2020-04-30,0.716462,0.700518,0.83697,0.733762,170.6741,39752.8281,199.3811,0.046018
2020-07,2020-07-01,2020-08-31,42,2019-07-01,2020-06-30,0.267337,0.106539,0.326403,0.51134,67.9352,6879.8564,82.9449,0.018435
2020-09,2020-09-01,2020-10-31,42,2019-09-01,2020-08-31,0.320618,0.12768,0.357323,0.390286,76.7564,7317.73,85.5437,0.020091
2020-11,2020-11-01,2020-12-31,39,2019-11-01,2020-10-31,1.317361,1.970653,1.403799,5.550303,310.0202,109139.2031,330.3622,0.088166
2021-01,2021-01-01,2021-02-28,39,2020-01-01,2020-12-31,0.467832,0.278128,0.527379,0.818081,99.7192,12636.3682,112.4116,0.028043
2021-03,2021-03-01,2021-04-30,41,2020-03-01,2021-02-28,0.258711,0.098282,0.3135,6.847403,45.1993,2999.9041,54.7714,0.012367
2021-05,2021-05-01,2021-06-30,40,2020-05-01,2021-04-30,0.392808,0.259342,0.509257,2.613039,50.9082,4356.0137,66.0001,0.013785
2021-07,2021-07-01,2021-08-31,41,2020-07-01,2021-06-30,0.923767,1.047444,1.023447,0.513553,109.445,14702.7275,121.2548,0.028164
2021-09,2021-09-01,2021-10-31,43,2020-09-01,2021-08-31,0.233503,0.090169,0.300281,0.2696,32.3847,1734.3989,41.6461,0.008478
2021-11,2021-11-01,2021-12-31,42,2020-11-01,2021-10-31,1.305788,1.921194,1.386072,0.66536,178.7549,36003.2656,189.7453,0.04505
2022-01,2022-01-01,2022-02-28,41,2021-01-01,2021-12-31,0.752513,0.651218,0.806981,0.566007,111.7003,14348.5137,119.7853,0.028267
2022-03,2022-03-01,2022-04-30,42,2021-03-01,2022-02-28,1.092566,1.406055,1.185772,7.394399,141.8861,23713.0137,153.9903,0.037623
2022-05,2022-05-01,2022-06-30,41,2021-05-01,2022-04-30,0.95899,1.232521,1.11019,2.319471,99.4888,13265.2305,115.1748,0.025037
2022-07,2022-07-01,2022-08-31,42,2021-07-01,2022-06-30,2.052866,5.079249,2.253719,0.418522,209.4826,52890.0938,229.9785,0.047548
2022-09,2022-09-01,2022-10-31,43,2021-09-01,2022-08-31,0.877132,1.464696,1.210246,0.242022,178.9293,60950.9727,246.8825,0.037607
2022-11,2022-11-01,2022-12-31,41,2021-11-01,2022-10-31,0.386612,0.182948,0.427724,0.162692,114.8293,16139.2305,127.0403,0.023795
2023-01,2023-01-01,2023-02-28,40,2022-01-01,2022-12-31,0.339416,0.171638,0.414293,0.349985,132.6355,26210.0898,161.8953,0.028396
2023-03,2023-03-01,2023-04-30,38,2022-03-01,2023-02-28,0.537234,0.397816,0.630726,2.25705,217.7373,65346.2773,255.6292,0.047751
2023-05,2023-05-01,2023-06-30,41,2022-05-01,2023-04-30,1.052988,1.420928,1.192027,7.258834,333.2795,142345.0781,377.2865,0.078175
2023-07,2023-07-01,2023-08-31,40,2022-07-01,2023-06-30,0.491175,0.357788,0.598154,0.196413,113.8717,19230.2031,138.673,0.028456
2023-09,2023-09-01,2023-10-31,42,2022-09-01,2023-08-31,0.355078,0.176012,0.419538,0.296158,106.0581,15702.9551,125.3114,0.025735
2023-11,2023-11-01,2023-12-31,38,2022-11-01,2023-10-31,0.375072,0.178749,0.422788,0.254297,125.184,19911.9141,141.1096,0.031619
2024-01,2024-01-01,2024-02-29,42,2023-01-01,2023-12-31,0.225737,0.055411,0.235396,0.18522,71.4039,5544.186,74.4593,0.018158
2024-03,2024-03-01,2024-04-30,40,2023-03-01,2024-02-29,0.178501,0.061527,0.248046,0.144275,48.0633,4460.729,66.7887,0.012534
