periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_ref_ini,fecha_ref_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2010-S2,2010-07-01,2010-12-31,132,2009-07-01,2010-06-30,1.127797,1.71397,1.309187,0.512745,59.8424,4825.6929,69.4672,0.032732
2011-S1,2011-01-01,2011-06-30,127,2010-01-01,2010-12-31,1.113343,1.740512,1.319285,1.453766,70.6394,7006.6841,83.7059,0.039075
2011-S2,2011-07-01,2011-12-31,126,2010-07-01,2011-06-30,1.826182,5.363952,2.316021,1.451174,85.9951,11894.4443,109.0617,0.045043
2012-S1,2012-01-01,2012-06-30,121,2011-01-01,2011-12-31,2.387096,5.997745,2.449029,15.984106,144.5214,21984.2891,148.271,0.081061
2012-S2,2012-07-01,2012-12-31,122,2011-07-01,2012-06-30,0.339782,0.160954,0.40119,7.492178,21.9677,672.7709,25.9378,0.012133
2013-S1,2013-01-01,2013-06-30,118,2012-01-01,2012-12-31,2.383803,8.740064,2.95636,3.736184,63.2452,6152.1748,78.4358,0.034028
2013-S2,2013-07-01,2013-12-31,124,2012-07-01,2013-06-30,0.625512,0.587102,0.766226,0.295792,22.9977,793.613,28.1711,0.012134
2014-S1,2014-01-01,2014-06-30,117,2013-01-01,2013-12-31,0.892253,1.163513,1.078663,0.960743,49.7133,3611.9448,60.0995,0.025023
2014-S2,2014-07-01,2014-12-31,123,2013-07-01,2014-06-30,3.321973,20.506618,4.528423,2.651049,167.8739,52368.2891,228.8412,0.077072
2015-S1,2015-01-01,2015-06-30,122,2014-01-01,2014-12-31,0.869033,1.161501,1.077729,0.20893,112.5987,19499.0898,139.6391,0.044201
2015-S2,2015-07-01,2015-12-31,128,2014-07-01,2015-06-30,1.539109,2.81421,1.677561,0.506227,398.2863,188455.3438,434.1144,0.12964
2016-S1,2016-01-01,2016-06-30,126,2015-01-01,2015-12-31,0.528066,0.338971,0.582212,0.600155,154.6971,29090.3984,170.5591,0.050117
2016-S2,2016-07-01,2016-12-31,126,2015-07-01,2016-06-30,0.414136,0.337069,0.580576,2.685312,73.5122,10620.6689,103.0566,0.024047
2017-S1,2017-01-01,2017-06-30,124,2016-01-01,2016-12-31,0.568947,0.396278,0.629506,0.795574,82.9208,8417.4902,91.7469,0.028587
2017-S2,2017-07-01,2017-12-31,109,2016-07-01,2017-06-30,0.866401,1.048901,1.024159,4.321604,63.6379,5658.8525,75.2253,0.021532
2018-S1,2018-01-01,2018-06-30,121,2017-01-01,2017-12-31,2.507899,7.163649,2.676499,1.620998,138.4848,21843.3047,147.7948,0.048968
2018-S2,2018-07-01,2018-12-31,123,2017-07-01,2018-06-30,1.854064,4.990096,2.233852,1.159211,153.5567,34229.2422,185.0115,0.048848
2019-S1,2019-01-01,2019-06-30,123,2018-01-01,2018-12-31,0.621645,0.494817,0.703433,0.502171,90.4813,10482.7988,102.3855,0.028652
2019-S2,2019-07-01,2019-12-31,128,2018-07-01,2019-06-30,1.364965,2.318581,1.522689,0.617315,167.504,34916.3867,186.8593,0.049
2020-S1,2020-01-01,2020-06-30,121,2019-01-01,2019-12-31,3.221306,14.865467,3.855576,1.017538,410.4889,241388.9062,491.3134,0.106497
2020-S2,2020-07-01,2020-12-31,123,2019-07-01,2020-06-30,0.439586,0.321261,0.566799,1.554474,111.7068,20745.709,144.0337,0.031012
2021-S1,2021-01-01,2021-06-30,120,2020-01-01,2020-12-31,0.928216,1.056441,1.027833,4.922362,197.8508,47997.9414,219.0843,0.053904
2021-S2,2021-07-01,2021-12-31,126,2020-07-01,2021-06-30,0.981669,1.404754,1.185223,0.496117,116.3051,19718.2051,140.4215,0.029668
2022-S1,2022-01-01,2022-06-30,124,2021-01-01,2021-12-31,1.13931,1.832805,1.353811,24.849424,169.1151,40382.8008,200.9547,0.044036
2022-S2,2022-07-01,2022-12-31,126,2021-07-01,2022-06-30,4.36678,24.566904,4.956501,0.578948,445.6036,255814.5156,505.7811,0.094424
2023-S1,2023-01-01,2023-06-30,119,2022-01-01,2022-12-31,0.716623,0.798737,0.893721,2.125824,280.0383,121971.3047,349.2439,0.063503
2023-S2,2023-07-01,2023-12-31,120,2022-07-01,2023-06-30,0.584283,0.455694,0.675051,0.2416,135.4574,24492.4375,156.5006,0.033836
2024-S1,2024-01-01,2024-06-30,121,2023-01-01,2023-12-31,0.254971,0.119767,0.346074,0.294108,80.6511,11983.293,109.4682,0.020204
2024-S2,2024-07-01,2024-12-31,125,2023-07-01,2024-06-30,1.206868,2.060864,1.435571,1.642389,140.5167,27937.377,167.1448,0.032831
2025-S1,2025-01-01,2025-06-30,121,2024-01-01,2024-12-31,1.11473,1.435224,1.198008,17.091869,216.1612,53967.9961,232.3101,0.052023
